,代码,名称,最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润,总市值
3552,300615,欣天科技,20.83,122.99,6.61,42,8.06亿,5.43,1.75亿,1897万,0.13,4.11亿,2019万,3.15,-11.22,1.08亿,0.73,30.87,5.59亿,4.11亿,1.09亿,905万,16.93,2.02亿,9458万,9458万,0,1.37,1871万,30.7亿
3553,300616,尚品宅配,60.23,30.65,4.25,35,41.1亿,29.24,46.4亿,3.57亿,1.47,33.3亿,3.60亿,14.18,42.28,12.3亿,6.19,43.56,48.1亿,33.3亿,8.81亿,2.92亿,41.38,15.0亿,19.9亿,19.8亿,1379万,7.53,2.93亿,120亿
3554,300617,安靠智电,23.55,29.39,2.81,9,8.64亿,12.74,2.25亿,6985万,0.6,8.13亿,7008万,8.4,12.84,3.00亿,3,50.6,10.5亿,8.13亿,1.77亿,2768万,20.2,4.03亿,2.13亿,1.90亿,2293万,4.03,6009万,23.6亿
3555,300618,寒锐钴业,71.02,14.58,7.63,44,81.0亿,126.54,21.6亿,9.41亿,3.65,25.7亿,9.41亿,9.31,124.94,11.4亿,5.95,53.74,33.2亿,25.7亿,2.40亿,3382万,46.06,3.61亿,15.3亿,10.3亿,4.99亿,1.88,7.01亿,136亿
3556,300619,金银河,29.09,41.07,4.83,58,9.73亿,56.35,4.21亿,4351万,0.53,6.69亿,4785万,6.03,0.35,1.64亿,2.19,27.63,10.1亿,6.69亿,7967万,4853万,55.46,1.88亿,5.60亿,3.85亿,1.75亿,2.52,3967万,21.7亿
3557,300620,光库科技,44.87,43.82,7.6,42,9.87亿,25.86,2.05亿,8047万,0.77,5.33亿,8074万,5.9,64.64,1.67亿,1.86,47.2,6.80亿,5.33亿,1.30亿,888万,21.4,2.99亿,1.46亿,1.07亿,3867万,3.32,6913万,40.4亿
3558,300621,维业股份,10.02,20.85,2.41,53,6.40亿,27.17,17.4亿,9747万,0.36,20.2亿,9639万,4.15,29.99,3.41亿,1.64,12.85,23.2亿,20.2亿,1.19亿,1556万,61.34,2.86亿,14.2亿,14.1亿,759万,1.38,7496万,20.8亿
3559,300622,博士眼镜,17.36,25.59,3.11,47,6.66亿,18.42,4.23亿,5940万,0.51,4.95亿,5977万,5.59,17.38,1.22亿,1.41,71.42,5.94亿,4.95亿,4257万,181万,17.64,2.66亿,1.05亿,9661万,824万,3.06,4427万,15.1亿
3560,300623,捷捷微电,25.03,25.48,3.43,50,17.6亿,27.57,4.03亿,1.59亿,0.74,9.62亿,1.59亿,7.29,17.59,4.38亿,2.44,49.64,14.8亿,9.62亿,3.80亿,4987万,11.49,6.70亿,1.70亿,1.49亿,2105万,3.73,1.32亿,45.0亿
3561,300624,万兴科技,46.32,38.39,5.99,56,9.26亿,13.62,3.83亿,6765万,0.9,4.58亿,7256万,7.74,37.8,2.16亿,2.7,95.69,6.35亿,4.58亿,1.41亿,1160万,7.95,2.96亿,5051万,5019万,31.9万,3.7,7239万,37.1亿
3562,300625,三雄极光,14.4,23.3,1.98,50,13.3亿,10.71,17.6亿,1.51亿,0.46,21.7亿,1.50亿,7.28,-24.64,4.45亿,1.59,30.6,26.8亿,21.7亿,2.80亿,1.31亿,23.91,12.1亿,6.41亿,6.27亿,1422万,4.32,1.30亿,40.3亿
3563,300626,华瑞股份,8.95,35.09,3.16,13,8.40亿,6.78,6.41亿,4243万,0.19,6.78亿,4430万,2.83,-18.26,1.94亿,1.08,18.02,9.86亿,6.78亿,2.45亿,2768万,48.3,1.30亿,4.76亿,4.53亿,2318万,0.72,3444万,16.1亿
3564,300627,华测导航,18.08,50.99,5.39,41,18.2亿,46.44,6.27亿,7042万,0.27,10.8亿,7106万,3.36,2.33,2.77亿,1.12,53.93,12.1亿,10.8亿,2896万,2897万,30.69,3.91亿,3.72亿,3.29亿,4318万,1.59,6556万,44.6亿
3565,300628,亿联网络,77.9,26.37,6.96,42,58.2亿,23.98,13.2亿,7.29亿,2.22,33.4亿,7.29亿,11.19,38.96,15.3亿,5.11,61.17,34.8亿,33.4亿,1.07亿,3553万,4.59,13.8亿,1.60亿,1.60亿,0,4.68,6.64亿,233亿
3566,300629,新劲刚,17.42,108.14,4.91,45,7.54亿,-0.03,1.68亿,1271万,0.12,3.72亿,1380万,3.55,-8.56,1.28亿,1.28,30.14,5.03亿,3.72亿,8769万,2467万,29.42,1.14亿,1.48亿,1.38亿,999万,1.14,1208万,17.4亿
3567,300630,普利制药,43.7,49.55,9.73,22,43.3亿,102.5,4.02亿,1.33亿,0.66,3.29亿,1.33亿,4.49,100.19,2.83亿,1.55,82.35,10.0亿,3.29亿,1.48亿,2809万,17.77,3.26亿,1.78亿,1.29亿,4922万,1.78,1.21亿,80.0亿
3568,300631,久吾高科,15.47,37.97,2.65,58,10.7亿,45.69,2.70亿,3604万,0.31,7.57亿,3786万,5.83,22.16,3.25亿,3.17,34.5,9.48亿,7.57亿,9608万,5392万,36.51,1.41亿,3.46亿,3.09亿,3684万,1.37,3136万,15.9亿
3569,300632,光莆股份,16.72,26.47,4.37,50,8.08亿,38.8,4.97亿,8293万,0.47,6.02亿,8338万,3.83,60.92,2.59亿,1.72,30.69,8.73亿,6.02亿,1.95亿,1311万,33.49,1.54亿,2.92亿,2.89亿,325万,1.03,7130万,25.2亿
3570,300633,开立医疗,25.07,44.14,8.17,58,30.5亿,24.2,7.93亿,1.93亿,0.43,10.1亿,1.93亿,3.07,48.38,5.37亿,1.34,70.57,16.6亿,10.1亿,6138万,7345万,26.17,2.17亿,4.35亿,3.70亿,6466万,0.54,1.70亿,100亿
3571,300634,彩讯股份,25.48,92.88,8.74,56,10.2亿,33.69,5.07亿,9722万,0.21,9.61亿,1.00亿,2.91,30.53,2.79亿,0.7,42.45,14.4亿,9.61亿,1310万,3940万,16.31,4.67亿,2.35亿,1.42亿,9225万,1.17,8230万,102亿
3572,300635,达安股份,19.14,47.87,4.11,16,8.53亿,20.02,3.44亿,6190万,0.3,7.76亿,6103万,4.66,0.4,2.48亿,1.82,35.47,9.64亿,7.76亿,3699万,205万,31.95,2.21亿,3.08亿,1.84亿,1.24亿,1.63,4069万,26.0亿
3573,300636,同和药业,18.69,43.52,2.3,22,8.84亿,-15.73,1.87亿,2841万,0.32,3.29亿,2845万,8.14,-50.5,1.89亿,2.32,28.17,8.01亿,3.29亿,1.96亿,2314万,17.27,3.98亿,1.38亿,1.15亿,2349万,4.89,2622万,15.2亿
3574,300637,扬帆新材,26.79,23.16,5.04,34,17.4亿,21.63,3.94亿,1.21亿,0.87,4.77亿,1.26亿,5.32,123.58,2.01亿,1.63,43.54,7.50亿,4.77亿,1.68亿,1670万,12.34,3.41亿,9253万,8899万,354万,2.76,1.07亿,33.1亿
3575,300638,广和通,28.07,44.16,7.84,42,11.2亿,174.74,8.66亿,6473万,0.48,9.30亿,6429万,3.58,129.92,1.53亿,1.26,22.94,10.0亿,9.30亿,1947万,1608万,58.37,1.32亿,5.85亿,5.79亿,560万,1.21,5777万,34.0亿
3576,300639,凯普生物,14.19,24.67,2.68,22,12.9亿,20.52,4.05亿,8587万,0.43,7.13亿,8465万,5.29,20.47,3.77亿,2.07,83.63,11.7亿,7.13亿,2.89亿,2585万,7.67,4.55亿,8972万,7745万,1227万,2.5,7852万,25.8亿
3577,300640,德艺文创,10.02,39.66,4.79,61,5.17亿,19.02,4.21亿,3169万,0.19,3.31亿,3153万,2.09,-5.11,5340万,0.36,16.4,3.80亿,3.31亿,1743万,1414万,22.97,7413万,8716万,8116万,600万,0.59,2787万,14.7亿
3578,300641,正丹股份,5.16,29.19,1.93,34,11.5亿,3.29,9.25亿,7649万,0.13,10.9亿,7638万,2.67,-32.91,3.24亿,0.66,13.75,16.2亿,10.9亿,1.44亿,3707万,19.31,4.69亿,3.13亿,3.13亿,0,0.96,6490万,25.3亿
3579,300642,透景生命,36.99,27.69,3.37,22,19.7亿,23.53,2.40亿,1.07亿,1,7.98亿,1.07亿,10.96,17.65,3.22亿,3.55,77.66,10.6亿,7.98亿,1.46亿,1035万,5.64,5.51亿,5953万,5212万,741万,6.07,9103万,33.6亿
3580,300643,万通智控,8.98,47.2,4.28,6,6.47亿,-4.48,2.22亿,3280万,0.14,3.74亿,3315万,2.1,-2.69,7493万,0.37,27.86,4.97亿,3.74亿,9561万,2211万,15.62,1.33亿,7772万,7543万,229万,0.66,2854万,18.0亿
3581,300644,南京聚隆,34.84,114.12,3.32,48,5.57亿,9.64,7.49亿,1641万,0.23,7.93亿,1682万,10.5,-54.82,2.55亿,3.99,12.93,10.3亿,7.93亿,1.81亿,2324万,34.41,3.11亿,3.53亿,3.39亿,1457万,4.86,1465万,22.3亿
3582,300645,正元智慧,31.8,351.9,3.94,56,14.4亿,22.14,2.80亿,17.6万,0.07,7.94亿,5.72万,8.06,137.19,1.71亿,2.56,40.97,9.49亿,7.94亿,4144万,1734万,38.94,2.80亿,3.70亿,3.70亿,0,4.2,452万,21.2亿
3583,300646,侨源气体,----,----,----,34,0,8.7,3.82亿,5696万,0.48,1.36亿,5761万,3.62,63.42,1.65亿,1.83,44.33,6.68亿,1.36亿,4.66亿,2192万,51.25,2171万,3.42亿,1.57亿,1.86亿,0.24,4313万,0
3584,300647,超频三,14.02,180.69,4.73,50,10.6亿,57.04,3.84亿,3367万,0.06,5.89亿,3375万,2.96,-50.54,1.23亿,0.52,31.78,12.3亿,5.89亿,3.08亿,1631万,51.61,2.11亿,6.36亿,5.63亿,7290万,1.61,1385万,33.4亿
3585,300648,星云股份,17.93,74.22,4.54,30,9.60亿,22.37,2.30亿,2586万,0.18,5.33亿,2557万,3.95,-43.85,1.57亿,1.16,48.27,7.06亿,5.33亿,8790万,6647万,23.97,2.26亿,1.69亿,1.69亿,1.83万,1.67,2453万,24.3亿
3586,300649,杭州园林,23.3,70.94,8.96,62,7.46亿,296.26,3.76亿,3463万,0.25,2.51亿,3613万,2.6,69.58,1.17亿,0.91,21.67,4.56亿,2.51亿,1.90亿,50.5万,27.06,6669万,1.23亿,1.22亿,188万,0.52,3153万,29.8亿
3587,300650,太龙照明,13.91,24.84,3,50,5.60亿,42.89,3.35亿,5249万,0.42,5.41亿,5370万,4.64,11.23,2.00亿,1.87,34.17,7.46亿,5.41亿,1.07亿,1584万,31.56,1.72亿,2.35亿,1.71亿,6426万,1.6,4508万,14.9亿
3588,300651,金陵体育,49.04,103.11,5.81,51,12.2亿,29.5,2.57亿,3325万,0.36,4.88亿,3313万,8.44,32.37,2.91亿,3.84,39.97,9.54亿,4.88亿,2.37亿,5635万,32.95,2.49亿,3.14亿,3.10亿,465万,3.28,2701万,37.1亿
3589,300652,雷迪克,20.11,20.47,2.48,6,5.94亿,-3.82,3.32亿,6376万,0.74,6.87亿,7534万,8.09,19.28,2.46亿,2.8,29.67,9.14亿,6.87亿,7792万,2502万,22.04,3.51亿,2.01亿,1.99亿,229万,3.99,6484万,17.7亿
3590,300653,正海生物,45.4,41.81,7.14,21,19.6亿,25.15,1.65亿,7699万,0.81,4.89亿,7702万,6.35,68.56,1.45亿,1.82,92.83,5.63亿,4.89亿,2408万,4398万,9.75,2.69亿,5492万,3966万,1526万,3.37,6515万,36.3亿
3591,300654,世纪天鸿,14.01,66.5,4.48,51,9.06亿,6.26,2.67亿,2734万,0.16,5.35亿,2982万,3.13,17.7,1.23亿,0.88,30.25,6.65亿,5.35亿,3589万,3331万,33.3,1.59亿,2.21亿,2.10亿,1131万,1.13,2212万,19.6亿
3592,300655,晶瑞股份,13.8,39.75,4.21,34,11.6亿,53.52,5.91亿,4902万,0.26,6.21亿,5036万,3.28,70.99,1.29亿,0.85,28.64,11.7亿,6.21亿,2.87亿,8257万,51.52,2.07亿,6.04亿,4.25亿,1.79亿,1.39,3943万,20.9亿
3593,300656,民德电子,21.2,35.13,4.27,41,9.60亿,144.65,1.95亿,4777万,0.45,4.79亿,4801万,4.96,55.38,1.41亿,1.56,37.63,6.09亿,4.79亿,671万,22.3万,25.34,1.98亿,1.54亿,9853万,5584万,2.2,4073万,19.1亿
3594,300657,弘信电子,31.06,27.61,5.7,50,19.1亿,34.95,16.8亿,9510万,0.84,16.3亿,9384万,5.45,85.7,2.56亿,2.47,10.39,24.7亿,16.3亿,6.94亿,4333万,77.3,1.79亿,19.1亿,17.5亿,1.59亿,1.72,8775万,32.3亿
3595,300658,延江股份,11.88,39.51,2.34,29,4.99亿,-3.59,5.30亿,4049万,0.23,6.81亿,3991万,5.08,-45.84,1.76亿,1.17,29.31,11.3亿,6.81亿,2.40亿,1076万,30.54,4.07亿,3.44亿,3.42亿,187万,2.71,3383万,17.8亿
3596,300659,中孚信息,20.25,-539.75,6.77,56,13.0亿,24.35,1.75亿,-16.5万,-0.03,4.26亿,-24.5万,2.99,-142.6,5076万,0.38,71.94,4.99亿,4.26亿,3953万,285万,20.34,2.18亿,1.02亿,8946万,1205万,1.64,-374万,26.9亿
3597,300660,江苏雷利,19.79,16.05,1.74,13,9.00亿,11.39,17.1亿,1.96亿,0.92,26.6亿,1.94亿,11.37,-8.44,4.38亿,2.39,22.78,29.8亿,26.6亿,1.87亿,4156万,30.06,14.5亿,8.96亿,8.96亿,12.8万,7.92,1.70亿,36.3亿
3598,300661,圣邦股份,72.3,59.63,6.97,50,30.7亿,17.66,4.35亿,8224万,0.91,9.68亿,8224万,10.37,21.91,2.66亿,3.35,45.76,10.3亿,9.68亿,1441万,667万,19.65,4.80亿,2.01亿,1.57亿,4392万,6.04,7221万,57.4亿
3599,300662,科锐国际,27.91,40.92,7.09,51,25.3亿,76.02,14.5亿,1.31亿,0.51,9.36亿,1.43亿,3.94,62,2.84亿,1.58,19.93,13.4亿,9.36亿,1147万,1.20亿,39.81,2.26亿,5.35亿,4.97亿,3804万,1.25,9207万,50.2亿
3600,300663,科蓝软件,14.13,-35.02,4.6,56,17.4亿,8.56,3.14亿,-7729万,-0.3,11.1亿,-7641万,3.07,0.54,8779万,0.44,32,12.0亿,11.1亿,203万,15.9万,48.45,3.56亿,5.82亿,5.45亿,3693万,1.77,-6097万,28.5亿
3601,300664,鹏鹞环保,10.23,24.78,1.63,55,8.18亿,-12.72,5.25亿,1.94亿,0.31,17.7亿,1.94亿,6.28,-27.36,12.1亿,2.52,55.62,50.5亿,17.7亿,1.60亿,5370万,37.85,12.9亿,19.1亿,9.17亿,9.95亿,2.68,1.49亿,49.1亿
3602,300665,飞鹿股份,11,54.88,2.96,34,7.96亿,43.52,2.50亿,2186万,0.15,5.29亿,2189万,3.72,18.85,1.49亿,1.23,26.24,7.63亿,5.29亿,6671万,3750万,40.4,1.58亿,3.08亿,3.00亿,856万,1.3,1828万,13.4亿
3603,300666,江丰电子,40.96,148.72,14.94,43,36.5亿,20.51,4.69亿,4798万,0.21,6.10亿,4922万,2.74,17.01,1.75亿,0.8,29.43,11.3亿,6.10亿,3.32亿,2034万,46.58,1.89亿,5.25亿,4.75亿,5022万,0.86,4519万,89.6亿
3604,300667,必创科技,24.64,165.51,6.9,30,16.9亿,11.76,8094万,1185万,0.11,3.70亿,1235万,3.57,20.68,1.30亿,1.27,50.73,4.62亿,3.70亿,3925万,719万,21.14,1.26亿,9765万,9765万,0,1.23,1139万,25.1亿
3605,300668,杰恩设计,18.12,23.19,4.95,53,7.45亿,32.06,2.46亿,7240万,0.59,3.54亿,7237万,3.66,41.31,1.29亿,1.23,52.85,4.57亿,3.54亿,8385万,498万,15.46,1.43亿,7057万,7022万,35.1万,1.36,6177万,19.1亿
3606,300669,沪宁股份,18.7,37.69,3.43,13,4.83亿,4.54,2.04亿,3558万,0.37,3.89亿,3603万,5.45,-1.55,7790万,0.93,31.62,4.97亿,3.89亿,5144万,1724万,7.67,2.88亿,3813万,3813万,0,3.42,3133万,15.7亿
3607,300670,大烨智能,16.9,109.04,5.72,38,8.21亿,4.71,2.21亿,2613万,0.12,6.17亿,2622万,2.96,-32.08,1.58亿,0.81,25.53,7.58亿,6.17亿,6463万,2980万,24.23,2.04亿,1.84亿,1.77亿,642万,1.05,2260万,32.9亿
3608,300671,富满电子,17.61,38.39,4.55,50,13.8亿,26.15,3.77亿,5200万,0.34,6.60亿,5179万,3.87,40.29,1.79亿,1.26,30.75,8.97亿,6.60亿,1.95亿,123万,38.83,2.19亿,3.48亿,3.33亿,1475万,1.54,4882万,25.0亿
3609,300672,国科微,38.33,-66.51,4.72,50,21.6亿,-3.07,1.75亿,-5990万,-0.43,6.48亿,-5987万,8.12,-1164.26,8303万,0.74,48.08,10.2亿,6.48亿,7574万,1.05亿,12.61,6.98亿,1.29亿,1.25亿,394万,6.25,-4831万,42.8亿
3610,300673,佩蒂股份,39.41,34.89,5.2,39,13.8亿,44.11,6.10亿,1.24亿,0.85,7.60亿,1.23亿,7.58,69.44,2.36亿,1.94,33.99,11.3亿,7.60亿,1.74亿,3767万,17.52,5.88亿,1.97亿,1.92亿,550万,4.82,1.03亿,48.1亿
3611,300674,宇信科技,31.12,113.69,8.03,56,12.5亿,20.14,10.6亿,8747万,0.21,16.2亿,8507万,3.88,13.91,4.80亿,1.2,34.31,26.1亿,16.2亿,1.25亿,2.30亿,49.7,3.98亿,13.0亿,10.8亿,2.17亿,1.62,8212万,124亿
3612,300675,建科院,27,808.89,9.6,16,21.8亿,13.46,2.44亿,132万,0.03,5.44亿,430万,2.81,12.57,1.26亿,0.86,31.2,8.40亿,5.44亿,8068万,8370万,50.71,1.28亿,4.26亿,3.31亿,9505万,0.87,367万,39.6亿
3613,300676,华大基因,60,56.24,5.6,22,148亿,25.39,18.1亿,3.97亿,0.8,37.1亿,3.97亿,10.72,2.48,8.04亿,2.01,55.51,53.2亿,37.1亿,8.61亿,1.50亿,17.08,29.7亿,9.09亿,8.56亿,5318万,7.42,3.20亿,240亿
3614,300677,英科医疗,15.11,17.29,2.45,21,15.7亿,5.15,13.8亿,1.54亿,0.66,13.2亿,1.52亿,6.17,15.18,4.14亿,2.1,24.54,22.6亿,13.2亿,7.30亿,9213万,46.47,6.17亿,10.5亿,9.93亿,5839万,3.14,1.29亿,29.7亿
3615,300678,中科信息,19.62,199.94,6.62,56,16.3亿,19.78,1.50亿,1076万,0.07,5.25亿,1504万,2.96,8.54,1.47亿,0.82,28.6,6.61亿,5.25亿,2068万,718万,19.43,1.78亿,1.28亿,1.22亿,639万,0.99,1325万,35.3亿
3616,300679,电连技术,30.16,24.26,1.97,50,30.5亿,-10.4,9.40亿,2.21亿,0.93,30.0亿,2.21亿,15.32,-26.77,8.50亿,3.94,39.72,35.8亿,30.0亿,2.85亿,6923万,7.12,21.6亿,2.55亿,2.46亿,883万,10.01,2.01亿,65.1亿
3617,300680,隆盛科技,17.31,132.67,2.45,6,5.94亿,1.52,1.19亿,618万,0.1,4.12亿,749万,7.06,-46.45,7555万,1.02,29.28,8.69亿,4.12亿,2.01亿,5073万,36.5,3.61亿,3.17亿,2.43亿,7464万,4.86,727万,12.9亿
3618,300681,英搏尔,36.28,37.92,4.21,13,6.86亿,29.41,4.33亿,6068万,0.72,8.74亿,6099万,8.62,1.54,1.91亿,2.52,25.53,11.3亿,8.74亿,1.84亿,2389万,42.57,3.61亿,4.83亿,4.03亿,7977万,4.77,5425万,27.4亿
3619,300682,朗新科技,16.5,-50.81,6.03,56,26.7亿,-7.53,1.96亿,-1.26亿,-0.24,14.9亿,-1.21亿,2.74,-485.45,2.58亿,0.6,38.47,16.7亿,14.9亿,1519万,685万,35.62,4.90亿,5.95亿,5.70亿,2512万,1.35,-1.05亿,70.8亿
3620,300683,海特生物,27.39,27.94,1.68,22,13.0亿,-28.59,4.12亿,8564万,0.74,16.6亿,8588万,16.27,-30.07,5.35亿,5.18,94.18,18.7亿,16.6亿,9596万,1994万,9.32,9.90亿,1.74亿,1.64亿,1004万,9.57,7599万,28.3亿
3621,300684,中石科技,26.96,29.31,6.53,43,10.5亿,100.34,5.68亿,1.34亿,0.69,6.07亿,1.34亿,4.13,263.03,2.93亿,1.87,37.06,8.90亿,6.07亿,2.48亿,2697万,27.23,1.78亿,2.42亿,2.42亿,0,1.14,1.08亿,42.2亿
3622,300685,艾德生物,37.43,42.16,7.43,22,34.1亿,27.96,3.10亿,1.10亿,0.67,5.69亿,1.09亿,5.04,41.27,2.32亿,1.61,91.25,8.20亿,5.69亿,1.34亿,1503万,11.44,3.33亿,9374万,8867万,507万,2.31,9587万,53.9亿
3623,300686,智动力,11.15,180.27,3.67,50,9.82亿,7.37,4.43亿,150万,0.05,5.07亿,748万,3.04,-60.15,2.36亿,1.14,20.46,10.6亿,5.07亿,1.95亿,2066万,40.89,2.06亿,4.35亿,3.86亿,4865万,0.99,960万,23.1亿
3624,300687,赛意信息,20.45,32.5,3.56,56,12.8亿,23.36,6.13亿,7427万,0.47,8.74亿,7928万,5.74,3.35,2.20亿,1.52,31.31,10.4亿,8.74亿,275万,1592万,17.52,4.33亿,1.81亿,1.79亿,222万,3.09,6849万,29.7亿
3625,300688,创业黑马,39.04,86.98,6.77,14,14.3亿,79.07,2.15亿,1875万,0.34,4.39亿,2424万,5.77,5.91,1.03亿,1.51,30.65,4.74亿,4.39亿,378万,427万,16.75,2.16亿,7941万,7803万,139万,3.18,2289万,26.5亿
3626,300689,澄天伟业,30.73,41.88,3.77,50,5.85亿,12.46,2.42亿,4590万,0.55,3.98亿,4579万,8.15,-8.55,2.33亿,3.43,30.26,6.38亿,3.98亿,1.96亿,1384万,13.13,2.47亿,8374万,7686万,688万,3.64,3742万,20.9亿
3627,300690,双一科技,17.61,18.9,2.08,13,9.41亿,-17.9,3.72亿,8590万,0.7,8.70亿,8753万,8.47,-16,2.32亿,2.09,38.3,10.8亿,8.70亿,1.63亿,3236万,13.16,5.59亿,1.42亿,1.42亿,0,5.04,7752万,19.5亿
3628,300691,联合光电,22.63,42.92,3.86,50,13.5亿,22.98,8.01亿,5700万,0.4,10.0亿,5903万,5.86,-20.28,2.21亿,1.58,22.74,13.5亿,10.0亿,2.06亿,2338万,38.95,5.25亿,5.24亿,5.08亿,1587万,3.75,5540万,31.7亿
3629,300692,中环环保,13.47,39,2.94,55,13.1亿,94.49,2.53亿,5557万,0.26,5.00亿,5626万,4.58,20.36,2.04亿,1.28,31.98,17.4亿,5.00亿,5377万,4289万,53.02,3.62亿,9.25亿,5.02亿,4.23亿,2.26,4145万,21.6亿
3630,300693,盛弘股份,16.25,37.44,3.68,58,10.8亿,16.93,3.92亿,5017万,0.33,8.20亿,5030万,4.42,10.94,1.44亿,1.05,46.83,8.66亿,8.20亿,1348万,1508万,30.12,3.09亿,2.61亿,2.59亿,217万,2.26,4455万,22.2亿
3631,300694,蠡湖股份,21.76,43.2,4.15,6,11.7亿,20.27,7.81亿,9746万,0.38,8.44亿,9680万,5.24,13.51,2.28亿,1.06,27.06,15.3亿,8.44亿,5.08亿,4828万,55.19,2.72亿,8.44亿,7.81亿,6300万,3.07,8133万,46.9亿
3632,300695,兆丰股份,56,20.73,2.25,6,9.34亿,-20.38,3.68亿,1.50亿,2.03,16.5亿,1.57亿,24.94,10.62,5.13亿,7.69,41.96,19.5亿,16.5亿,1.93亿,5974万,14.77,9.97亿,2.88亿,2.70亿,1795万,14.95,1.35亿,37.3亿
3633,300696,爱乐达,23.41,43.8,3.77,15,11.5亿,21.61,8909万,5397万,0.4,5.66亿,5492万,6.2,23.33,1.52亿,1.3,67.04,7.86亿,5.66亿,1.57亿,1792万,7.53,4.34亿,5916万,1709万,4207万,3.7,4699万,27.4亿
3634,300697,电工合金,12.07,35.64,3.36,44,6.28亿,9.26,10.4亿,6918万,0.25,9.73亿,6915万,3.59,13.1,2.13亿,1.02,11.02,11.5亿,9.73亿,1.20亿,2417万,35.02,3.17亿,4.03亿,4.02亿,100万,1.52,5283万,25.1亿
3635,300698,万马科技,18,291.51,6.33,42,8.18亿,-23.98,2.16亿,355万,0.05,5.23亿,741万,2.85,-79.42,7798万,0.58,32.78,6.34亿,5.23亿,5556万,4370万,39.9,1.59亿,2.53亿,2.52亿,134万,1.19,621万,24.1亿
3636,300699,光威复材,37.68,33.48,4.97,34,78.4亿,33.51,9.84亿,3.56亿,0.84,23.9亿,3.57亿,7.58,49.53,7.86亿,2.13,48.24,34.3亿,23.9亿,5.67亿,1.28亿,18.59,15.9亿,6.37亿,2.86亿,3.51亿,4.33,3.11亿,139亿
3637,300700,岱勒新材,27.32,34.52,4.04,43,12.1亿,-4.79,2.78亿,5929万,0.59,5.09亿,5849万,6.77,-28.56,2.14亿,2.6,42.93,9.66亿,5.09亿,2.94亿,4134万,42.32,2.39亿,4.09亿,3.58亿,5083万,2.9,4891万,22.5亿
3638,300701,森霸传感,32.58,37.41,5.67,50,7.39亿,4.55,1.32亿,5955万,0.65,4.16亿,6168万,5.74,21.66,1.34亿,1.67,52.11,4.83亿,4.16亿,4363万,825万,4.95,2.23亿,2393万,2224万,169万,2.79,5225万,26.1亿
3639,300702,天宇股份,20.13,34.85,2.7,22,10.6亿,13.67,10.0亿,9720万,0.43,13.9亿,9402万,7.45,-25.68,4.80亿,2.64,36.03,23.2亿,13.9亿,6.19亿,1.51亿,41.6,6.74亿,9.66亿,9.35亿,3101万,3.7,7886万,36.6亿
3640,300703,创源文化,15.26,21.31,2.96,51,10.2亿,20.69,6.11亿,7925万,0.54,6.89亿,8536万,5.16,63.06,1.39亿,1.16,30.92,9.32亿,6.89亿,1.76亿,1504万,33.18,3.36亿,3.09亿,3.05亿,469万,2.8,6446万,18.3亿
3641,300705,九典制药,11.62,46.04,3.95,22,10.9亿,60.41,5.61亿,4736万,0.19,4.58亿,4887万,2.94,-4.17,1.57亿,0.67,58.91,8.49亿,4.58亿,2.33亿,4952万,18.62,2.79亿,1.58亿,1.24亿,3380万,1.19,4442万,27.3亿
3642,300706,阿石创,24.98,98.59,8.19,43,13.7亿,2.46,1.78亿,2413万,0.19,3.26亿,2973万,3.05,-22.75,1.10亿,0.78,23.41,6.20亿,3.26亿,1.57亿,1280万,30.59,1.70亿,1.90亿,1.69亿,2072万,1.2,2682万,35.3亿
3643,300707,威唐工业,17.32,25.35,4.29,6,13.4亿,21.27,4.05亿,9750万,0.51,5.54亿,9728万,4.04,11.74,2.06亿,1.31,43.92,8.22亿,5.54亿,1.35亿,3469万,22.87,2.46亿,1.88亿,1.56亿,3245万,1.56,8055万,27.2亿
3644,300708,聚灿光电,10.87,-25.35,4.55,50,9.35亿,-20.26,3.79亿,-9730万,-0.32,13.8亿,-9617万,2.39,-189.17,8261万,0.32,14.3,29.7亿,13.8亿,6.37亿,6580万,79.31,2.54亿,23.6亿,20.6亿,3.02亿,0.99,-8275万,28.0亿
3645,300709,精研科技,27.14,96.25,1.92,50,15.4亿,-15.3,5.85亿,2799万,0.21,8.76亿,2381万,14.16,-84.18,2.60亿,2.96,28.33,16.1亿,8.76亿,5.41亿,4698万,22.41,8.56亿,3.60亿,3.42亿,1809万,9.72,1861万,23.9亿
3646,300710,万隆光电,24.44,92.87,2.91,42,8.03亿,-24.86,2.52亿,747万,0.2,6.11亿,1457万,8.39,-68.13,1.56亿,2.27,25.62,6.67亿,6.11亿,2948万,187万,13.68,3.30亿,9128万,9112万,15.7万,4.81,1354万,16.8亿
3647,300711,广哈通信,22.45,130.34,5.76,42,10.1亿,-25.64,1.30亿,1565万,0.13,5.64亿,2136万,3.9,-47.3,1.39亿,0.96,53.93,6.44亿,5.64亿,6024万,938万,12.64,2.56亿,8135万,7862万,274万,1.77,1863万,32.4亿
